Date,Open,High,Low,Close,Adj Close,Volume,Stock,ATR_14,EMA_5,Distance_to_EMA_5,EMA_9,Distance_to_EMA_9,EMA_18,Distance_to_EMA_18,EMA_21,Distance_to_EMA_21,EMA_40,Distance_to_EMA_40,EMA_50,Distance_to_EMA_50,EMA_100,Distance_to_EMA_100,Volume_20D_MA,Above_EMA_5,Streak_Above_5,Streak_Below_5,Above_EMA_9,Streak_Above_9,Streak_Below_9,Above_EMA_18,Streak_Above_18,Streak_Below_18,Above_EMA_21,Streak_Above_21,Streak_Below_21,Above_EMA_40,Streak_Above_40,Streak_Below_40,Above_EMA_50,Streak_Above_50,Streak_Below_50,Above_EMA_100,Streak_Above_100,Streak_Below_100,Year,Smooth_Distance_to_EMA_5,Smooth_Distance_to_EMA_9,Smooth_Distance_to_EMA_18,Smooth_Distance_to_EMA_21,Smooth_Distance_to_EMA_40,Smooth_Distance_to_EMA_50,Smooth_Distance_to_EMA_100,EMA5_Rolling_Mean,EMA5_Rolling_Std,Spike,Days_Between_Spikes,Next_Week_Perf,Two_Weeks_Perf,Next_Month_Perf,Three_Months_Perf,Volume_20D_MA_Spike,Volume_Above_20D_MA,Next_Week_Perf_ATR,Next_Week_Perf_Volume_20D_MA,Two_Weeks_Perf_ATR,Two_Weeks_Perf_Volume_20D_MA,Next_Month_Perf_ATR,Next_Month_Perf_Volume_20D_MA,Three_Months_Perf_ATR,Three_Months_Perf_Volume_20D_MA
1994-08-26,47.125,47.78125,47.125,47.6875,27.71979522705078,339500,SPY,0.3470982142857143,47.10160485987157,0.5858951401284287,46.849934071656406,0.8375659283435937,46.50173997435975,1.1857600256402492,46.4151254220284,1.272374577971597,46.06236411327094,1.625135886729062,45.96379055542771,1.7237094445722931,45.82905709181701,1.8584429081829867,360165.0,True,4,0,True,15,0,True,32,0,True,32,0,True,27,0,True,26,0,True,21,0,1994,0.16896604969440668,0.2694913940535808,0.43175914032252155,0.4654175410812634,0.5575783167501895,0.5673799541205288,0.5777973983115555,0.17911614047340763,0.15868331498388535,True,63.0,-0.8191349934469201,-1.7365661861074706,-3.309305373525557,-4.652686762778506,360165.0,No,0.34732142857142856,345511.0,0.34809027777777773,338217.77777777775,0.3770089285714286,311301.75,0.42961663832199554,281459.20634920633
1994-11-22,45.828125,46.0,45.0,45.0,26.31670570373535,483600,SPY,0.5345982142857143,45.93451718622949,0.9345171862294919,46.21208369970985,1.2120836997098507,46.42557004558563,1.42557004558563,46.45398747515207,1.4539874751520685,46.504073434440166,1.5040734344401656,46.491621074428224,1.491621074428224,46.35905027538747,1.3590502753874674,218195.0,False,0,4,False,0,4,False,0,4,False,0,4,False,0,4,False,0,4,False,0,2,1994,0.24132986259046085,0.3320113245347706,0.437015976006814,0.45830082964874885,0.5564528303713295,0.5826313967183572,0.6559560846577613,0.23658542832500445,0.24132179832334644,True,88.0,1.3194444444444444,0.6944444444444444,2.256944444444444,8.61111111111111,218195.0,Yes,0.5337611607142857,228490.0,0.5075644841269842,232245.0,0.4618941326530612,254010.95238095237,0.36694964871194374,269612.54098360654
1995-02-03,47.65625,48.109375,47.578125,48.03125,28.31340217590332,405100,SPY,0.3247767857142857,47.42718223092183,0.6040677690781706,47.21444274761573,0.8168072523842724,46.92349743015018,1.107752569849822,46.85037494535388,1.1808750546461226,46.566194262743906,1.465055737256094,46.49256468965498,1.5386853103450235,46.33502687674223,1.6962231232577665,123535.0,True,4,0,True,10,0,True,23,0,True,23,0,True,23,0,True,23,0,True,20,0,1995,0.17171168610098858,0.247617122348824,0.3660172292286401,0.3907665351963845,0.469715075874551,0.48381447218866347,0.5103513063559879,0.1675700567944382,0.16119671964657975,True,73.0,0.6831489915419648,0.878334417696812,0.8458035133376708,8.653220559531555,123535.0,Yes,0.3328125,161958.0,0.31941964285714286,183442.5,0.2994977678571429,228268.0,0.34274193548387094,224188.14516129033
1995-03-10,48.59375,49.390625,48.53125,49.265625,29.041017532348633,192100,SPY,0.36941964285714285,48.82598646554013,0.439638534459867,48.76256976636825,0.5030552336317484,48.593063831706765,0.6725611682932353,48.51781494814011,0.7478100518598865,48.03466857834411,1.2309564216558897,47.82856465899937,1.437060341000631,47.21214522253763,2.053479777462371,235830.0,True,1,0,True,1,0,True,3,0,True,47,0,True,47,0,True,47,0,True,44,0,1995,0.1600510501614432,0.2520025233944809,0.43291263538892977,0.48410990351430017,0.7193887272312431,0.7932376407730909,0.9821595595172995,0.13591291048382956,0.10657945510111086,True,35.0,0.6026006977481764,1.9346653980336188,3.108150967332699,7.706945765937203,235830.0,No,0.37857142857142856,242713.0,0.3744419642857143,233753.0,0.3786139455782313,205962.85714285713,0.40021961405529954,246297.98387096773
1995-05-03,51.734375,52.28125,51.734375,52.28125,30.985483169555664,724700,SPY,0.38504464285714285,51.73841552570599,0.5428344742940112,51.521255606653696,0.7599943933463038,51.168788672864316,1.1124613271356836,51.06375656899202,1.2174934310079806,50.43909524460544,1.84215475539456,50.14018729867983,2.1410627013201733,49.02577740270689,3.2554725972931067,280340.0,True,9,0,True,9,0,True,40,0,True,84,0,True,84,0,True,84,0,True,81,0,1995,0.18567781313024112,0.3119720621590232,0.6014558732951251,0.6974885531926781,1.2357926457819606,1.4576992543468656,2.157888720882099,0.17369744455237993,0.13786854972641835,True,54.0,0.5678421996413628,1.0460251046025104,2.42080095636581,6.993424985056784,280340.0,Yes,0.3957589285714286,282766.0,0.3939732142857143,281568.0,0.4213966836734694,291728.3333333333,0.4810447868663594,283408.79032258067
1995-09-05,56.828125,57.21875,56.734375,57.1875,34.092315673828125,272200,SPY,0.37723214285714285,56.66676410053086,0.5207358994691376,56.479812348160834,0.7076876518391657,56.2876473956532,0.8998526043467976,56.23880410341846,0.9486958965815404,55.86840814691494,1.3190918530850624,55.62342038430181,1.5640796156981907,54.24717475574331,2.940325244256691,349680.0,True,5,0,True,7,0,True,7,0,True,8,0,True,170,0,True,170,0,True,167,0,1995,0.19208710123883807,0.2662026499519641,0.4565485713213298,0.5386142091767769,1.1373428929751732,1.4679793214700292,2.97206266250558,0.11790385124252226,0.11984153892074853,True,125.0,1.366120218579235,2.2950819672131146,1.7486338797814207,7.950819672131147,349680.0,No,0.36071428571428577,321300.0,0.359375,320748.0,0.40543831168831174,348001.36363636365,0.4193948412698413,396766.0317460318
1995-10-26,58.375,58.421875,57.28125,57.75,34.61139678955078,606800,SPY,0.45982142857142855,58.32298305397005,0.5729830539700487,58.43934311712758,0.6893431171275779,58.410750534164784,0.6607505341647837,58.37184445302144,0.6218444530214384,57.99184462242015,0.24184462242015314,57.7467407761886,0.00325922381139776,56.38542452376318,1.3645754762368227,382435.0,False,0,4,False,0,2,False,0,2,False,0,2,False,0,1,True,207,0,True,204,0,1995,0.1677304286307158,0.24207381000544528,0.4115441328382849,0.47546962336996274,0.9580477385642935,1.2416376251917138,2.7153864443365117,0.17090273093051103,0.15327280725427203,True,51.0,2.4350649350649354,3.1385281385281383,4.491341991341991,7.765151515151516,382435.0,Yes,0.47008928571428565,395310.0,0.47354910714285714,409266.0,0.44871386054421775,447688.8095238095,0.5164483313817331,458426.5573770492
1995-12-18,61.265625,61.265625,60.609375,60.625,36.55911636352539,862300,SPY,0.5178571428571429,61.61454652522376,0.9895465252237585,61.72039352103258,1.0953935210325767,61.40786346494122,0.7828634649412223,61.272448318402354,0.6474483184023541,60.49046045895392,0.134539541046081,60.13572371547057,0.4892762845294314,58.57034720984009,2.0546527901599134,382200.0,False,0,3,False,0,2,False,0,1,False,0,1,True,36,0,True,243,0,True,240,0,1995,0.2311685615644548,0.34957852915567866,0.5983693502133263,0.6768280003645716,1.1712307379485114,1.4437570252154128,2.8587339234312874,0.3188206875488785,0.24237246221238729,True,53.0,1.443298969072165,2.7835051546391756,0.3865979381443299,7.577319587628866,382200.0,Yes,0.5705357142857143,454894.0,0.5613839285714285,475060.0,0.6047433035714287,506193.0,0.7267425115207374,585246.9354838709
1996-03-08,64.1875,64.875,62.0,63.5,38.29285430908203,2289900,SPY,1.1439732142857142,64.74662847974969,1.2466284797496883,64.8958659635097,1.3958659635097064,64.83244070249155,1.332440702491553,64.74771991432924,1.2477199143292381,64.04095405679098,0.5409540567909801,63.66543206359802,0.16543206359801843,61.980916864644676,1.5190831353553236,861385.0,False,0,1,False,0,1,False,0,1,False,0,1,False,0,1,False,0,1,True,296,0,1996,0.41174885705448383,0.5862264637191723,0.84933948654576,0.928625139253215,1.4131316770678215,1.672057597690011,3.083470739230759,0.4642391240867155,0.2886295352060704,True,81.0,0.984251968503937,2.608267716535433,1.0088582677165354,6.496062992125983,861385.0,Yes,1.1520089285714286,914831.0,1.1225446428571426,945400.5,0.98828125,925916.5,0.8373775921658987,814409.1935483871
1996-04-10,64.03125,64.3125,62.75,63.0,38.160057067871094,939500,SPY,0.7444196428571429,64.17151206364522,1.171512063645224,64.5246604954801,1.5246604954801057,64.72855340003085,1.7285534000308473,64.73941308180731,1.7394130818073137,64.52995194602534,1.529951946025335,64.31609758740714,1.3160975874071426,62.97678015544021,0.023219844559790204,857135.0,False,0,3,False,0,3,False,0,3,False,0,3,False,0,3,False,0,2,True,318,0,1996,0.4153379237354782,0.5908919776824648,0.8268621160238978,0.8919734451194106,1.2761852650357433,1.5077079651038292,2.895470756574676,0.30157941225930074,0.2941218781574569,True,33.0,2.0337301587301586,3.1746031746031744,2.7529761904761902,4.513888888888888,857135.0,Yes,0.8017857142857142,845395.0,0.7912946428571429,826637.0,0.7530945616883117,774030.9090909091,0.7396133352534563,770064.4354838709
1996-05-13,65.53125,66.640625,65.46875,66.359375,40.19487380981445,867500,SPY,0.8482142857142857,65.35854718284126,1.0008278171587364,65.11412921623773,1.2452457837622717,64.9435761992689,1.4157988007310962,64.91423922841685,1.4451357715831534,64.75159571548063,1.607779284519367,64.6275218438908,1.7318531561091959,63.64539663991956,2.7139783600804392,717810.0,True,4,0,True,4,0,True,4,0,True,4,0,True,4,0,True,4,0,True,22,0,1996,0.36126667805856383,0.45839364354667045,0.5773617875201712,0.6202757420384346,0.9101080360659769,1.098860102634002,2.3677010394692357,0.3376190281401783,0.2209211300172055,True,33.0,1.9307746644690371,1.6953143395337884,1.2950317871438661,0.5180127148575465,717810.0,Yes,0.8381696428571429,713480.0,0.8247767857142858,714915.5,0.7835352891156463,725433.3333333334,0.8610048185941044,933621.746031746
1996-07-05,66.125,66.4375,65.375,65.578125,39.932167053222656,842900,SPY,0.65625,66.69896710617309,1.120842106173086,66.83355530763123,1.2554303076312294,66.90898949960919,1.3308644996091914,66.90567921831372,1.327554218313722,66.69247641445278,1.1143514144527842,66.51957990332787,0.9414549033278661,65.46417141834468,0.11395358165532343,840110.0,False,0,1,False,0,1,False,0,1,False,0,1,False,0,1,False,0,1,True,59,0,1996,0.3483186247772355,0.4801185985917778,0.6298293615675303,0.6734444027510641,0.8868854300125291,1.0073442162877118,1.997759881997686,0.228253531248037,0.25120111767334746,True,53.0,-1.5487252799618776,-2.4541339051703597,0.9054086252084823,5.837502978317846,840110.0,Yes,0.6933035714285714,839443.0,0.8655133928571429,915843.0,1.0688244047619049,1114084.761904762,0.8389314058956915,974922.2222222222
1996-07-15,64.71875,64.71875,62.65625,62.65625,38.1529426574707,1951300,SPY,0.9207589285714286,64.33403997914277,1.6777899791427728,65.03414552256369,2.3778955225636906,65.77218283901607,3.115932839016068,65.90125530510308,3.245005305103078,66.16811415477267,3.511864154772667,66.1280737058579,3.4718237058579007,65.3794652287223,2.723215228722296,884620.0,False,0,7,False,0,7,False,0,7,False,0,7,False,0,7,False,0,7,False,0,3,1996,0.3653254235996602,0.5184740321068062,0.6929715334814169,0.7413508611271541,0.9757937369050598,1.1051973657771055,2.0061016200007624,0.42333559112579877,0.44045004746350014,True,10.0,1.346633416458853,0.57356608478803,5.610972568578553,12.219451371571072,884620.0,Yes,1.1171875,1042319.0,1.2042410714285716,1135920.5,1.1103896103896103,1265289.0909090908,0.8234688895089286,961448.28125
1996-09-13,68.3125,68.625,68.125,68.5625,41.7494010925293,2008800,SPY,0.8258928571428571,67.43129760609752,1.131202393902484,66.9912569779438,1.5712430220561941,66.61084619903978,1.9516538009602158,66.53014675228454,2.032353247715463,66.21746955618032,2.345030443819681,66.12744284993202,2.4350571500679763,65.68011792376828,2.882382076231721,785335.0,True,6,0,True,6,0,True,5,0,True,5,0,True,6,0,True,6,0,True,6,0,1996,0.41140295465111804,0.6180426229165092,0.9014691005981167,0.9523006320342858,1.0793182213146972,1.1111788739939994,1.324607008171492,0.3659142697063544,0.2947605514453843,True,60.0,0.11394712853236097,0.18231540565177756,2.689152233363719,6.654512306289881,785335.0,Yes,0.8499999999999999,813220.0,0.7887276785714286,838125.0,0.6915922619047619,804893.0952380953,0.708687641723356,881785.5555555555
1996-11-06,71.59375,72.875,71.53125,72.84375,44.58464813232422,1665000,SPY,0.7366071428571429,71.5825743761017,1.2611756238982963,71.18127327209045,1.6624767279095494,70.72150377413308,2.122246225866917,70.58560970597291,2.2581402940270863,69.7613510060589,3.082398993941098,69.38792318264117,3.455826817358826,68.04306333788219,4.800686662117812,811685.0,True,5,0,True,5,0,True,7,0,True,7,0,True,44,0,True,44,0,True,44,0,1996,0.3144762287495052,0.4984513944515627,0.8577633994669706,0.9605715348385528,1.4430276487686193,1.6203549053694362,2.3227421282676026,0.33051553573681786,0.26067102960160016,True,54.0,0.8365508365508365,2.5525525525525525,2.016302016302016,7.293007293007293,811685.0,Yes,0.7379464285714286,846297.0,0.7246651785714285,884875.5,0.7184842687074829,1027036.6666666666,0.9977861533957846,1441373.0327868853
1996-12-12,74.78125,74.875,72.9375,73.125,44.756778717041016,2540200,SPY,1.1216517857142858,74.24825970238412,1.123259702384118,74.54848102655666,1.423481026556658,74.46407862074199,1.3390786207419865,74.3337798165608,1.2087798165608064,73.27164237950659,0.14664237950658787,72.7228098043965,0.4021901956034952,70.6298309286598,2.4951690713402,1637430.0,False,0,2,False,0,2,False,0,2,False,0,2,False,0,1,True,69,0,True,69,0,1996,0.3833189932983711,0.6391008037390122,1.1258595583845945,1.2851784291584265,2.1880897589504755,2.564864926736169,3.889060218129131,0.4645867823351765,0.25490637665445703,True,36.0,2.628205128205128,3.7606837606837606,5.256410256410256,8.974358974358974,1637430.0,Yes,1.183705357142857,1686091.0,1.2265625,1749841.6666666667,1.1662388392857141,1687735.25,1.1559572599531616,1724467.213114754
1997-03-31,76.90625,77.125,75.25,75.375,46.53815841674805,4270700,SPY,1.3415178571428572,77.35150129922903,1.976501299229028,78.06412463032514,2.6891246303251393,78.79074995814017,3.415749958140168,78.89789579236258,3.5228957923625757,78.85259896823777,3.4775989682377713,78.58459755353597,3.2095975535359713,76.7095042535071,1.3345042535071059,1875715.0,False,0,2,False,0,4,False,0,12,False,0,12,False,0,4,False,0,2,False,0,1,1997,0.5573326481711098,0.7582109858962075,1.080731030386953,1.1768807961152346,1.8324355451967118,2.2331429754922807,4.279550501969376,0.5674794228564807,0.46335508190812835,True,109.0,1.01575456053068,-1.3474295190713101,5.76285240464345,17.95190713101161,1875715.0,Yes,1.3928571428571428,2033925.0,1.38203125,2193626.5,1.3414671266233766,2436837.0454545454,1.3167375837053572,2145280.703125
1997-06-12,87.875,89.0,87.5625,88.96875,54.931270599365234,4273300,SPY,1.1171875,87.36093773034284,1.6078122696571597,86.5817784677407,2.3869715322592953,85.41805800052875,3.5506919994712547,85.07488370479835,3.893866295201647,83.31649328511341,5.65225671488659,82.64025309963822,6.328496900361785,80.23422296658818,8.734527033411823,1508420.0,True,6,0,True,6,0,True,33,0,True,33,0,True,33,0,True,32,0,True,37,0,1997,0.6617691305625842,1.051498350655439,1.7670904219137193,1.943191497319648,2.5915459759334216,2.768714941365613,3.59552481849819,0.49299949776365326,0.43301031407190893,True,73.0,1.422550052687039,-0.45662100456621,3.477344573234984,2.493853178784686,1508420.0,Yes,1.0875,1539959.0,1.10546875,1683401.5,1.3191432823129252,2072733.5714285714,1.511304723502304,3173485.9677419355
1997-08-15,92.125,92.125,89.625,89.78125,55.648746490478516,4907100,SPY,1.6997767857142858,91.98637327520267,2.2051232752026664,92.7934079885112,3.0121579885112055,93.17073685749055,3.389486857490553,93.0978050867825,3.3165550867825004,91.89220851537858,2.1109585153785844,91.09337265178948,1.3121226517894797,87.46690625770195,2.3143437422980497,4112170.0,False,0,7,False,0,6,False,0,4,False,0,4,False,0,1,False,0,1,True,82,0,1997,0.6238767105313026,1.006743984127889,1.8071768492229332,2.097067291845014,3.7681601880148317,4.530782214060291,7.458039608659304,0.7099209813682819,0.5151689436359307,True,64.0,3.09780717020536,0.6613296206056387,5.60389836407936,2.262443438914027,4112170.0,Yes,1.8042410714285715,4191701.0,1.8983258928571431,4432066.0,1.8475446428571431,4519983.25,1.8400829081632655,4573457.857142857
1997-10-27,93.015625,93.9375,86.84375,87.1875,54.239288330078125,10840700,SPY,2.025669642857143,92.59681353461599,5.40931353461599,93.97415297550201,6.786652975502008,94.85845632555736,7.670956325557356,94.92106455603556,7.73356455603556,94.64301936903385,7.455519369033851,94.3061059173847,7.1186059173846985,91.95346167471163,4.765961674711633,4752505.0,False,0,3,False,0,3,False,0,3,False,0,3,False,0,3,False,0,2,False,0,1,1997,0.7485596793746792,1.031279673297376,1.3674277096070766,1.436835334405526,1.9444206840642348,2.36260753567213,5.177176837194948,0.8761639243618908,1.1737569885867067,True,73.0,7.813620071684587,5.949820788530466,9.247311827956988,12.078853046594983,4752505.0,Yes,2.543080357142857,5715564.0,2.70625,6136538.0,2.427455357142857,6574444.090909091,1.879025175644028,5009413.606557377
1998-01-09,95.25,95.5,91.90625,92.3125,57.65610885620117,10258800,SPY,1.7165178571428572,94.96759191993101,2.65509191993101,95.47689428574655,3.1643942857465532,95.74814503352934,3.4356450335293403,95.7666753903564,3.454175390356397,95.62043126210929,3.3079312621092924,95.46708398304898,3.1545839830489797,94.18387146248885,1.8713714624888524,4168685.0,False,0,4,False,0,2,False,0,2,False,0,2,False,0,2,False,0,1,False,0,1,1998,0.8345961751798904,1.134988775091041,1.4261533695287782,1.4727353908921892,1.6587084294535077,1.755080765540249,2.7827730634247443,0.8711904092807565,0.6160660508435447,True,74.0,4.333107650643195,3.859174001354096,10.765064319566688,20.10832769126608,4168685.0,Yes,1.6776785714285716,4453894.0,1.6834077380952381,4488107.777777778,1.6481026785714281,4845538.25,1.368195564516129,4281573.4677419355
1998-04-27,109.375,109.6875,107.625,108.71875,68.09814453125,14510200,SPY,1.4598214285714286,110.78029883521552,2.0615488352155182,111.18902399983753,2.4702739998375307,111.01909971139106,2.300349711391064,110.83135357392179,2.1126035739217883,109.14714010659088,0.42839010659088217,108.19759090351299,0.5211590964870112,104.26266912783889,4.45608087216111,5238280.0,False,0,3,False,0,3,False,0,2,False,0,2,False,0,1,True,69,0,True,72,0,1998,0.662305643512684,1.1156395637277539,2.121977050285939,2.4403281453241332,4.157465872069306,4.887526297974295,7.669982128914377,0.6130222069934333,0.4763603147884385,True,108.0,3.305547571141133,1.868352974992814,0.8335728657660249,5.691290600747341,5238280.0,Yes,1.5,5543675.0,1.5510044642857141,5734544.0,1.5750425170068025,6058468.095238095,1.5660076530612246,6113129.444444444
1998-07-23,116.3125,116.59375,113.90625,114.1875,71.75116729736328,15110900,SPY,1.4285714285714286,116.19536531333357,2.0078653133335678,116.48958636086245,2.3020863608624467,115.87311389151597,1.6856138915159704,115.59883178703278,1.411331787032779,114.13825042420382,0.049249575796181944,113.51001512909643,0.6774848709035695,110.57286093866868,3.6146390613313173,5970415.0,False,0,3,False,0,3,False,0,1,False,0,1,True,23,0,True,26,0,True,133,0,1998,0.7804985863690971,1.0923520871182517,1.4376938379513062,1.516701376046227,1.9718461043787576,2.3379330977808377,5.134133781209544,0.8218170130397027,0.41913170665372657,True,87.0,0.027367268746579094,-4.597701149425287,-4.926108374384237,-6.62287903667214,5970415.0,Yes,1.5933035714285715,6527418.0,1.8255580357142858,7236053.5,2.208502435064935,8926724.090909092,2.9602643140589566,11552121.507936507
1998-08-04,112.21875,112.21875,107.0,107.0,67.23483276367188,15091600,SPY,2.2511160714285716,110.73437944219074,3.7343794421907432,112.18962504126847,5.189625041268471,113.50106097557618,6.501060975576181,113.63710796966363,6.6371079696636315,113.47589027899959,6.475890278999586,113.14427659556942,6.144276595569423,110.8228936988448,3.822893698844794,8289990.0,False,0,3,False,0,11,False,0,9,False,0,9,False,0,3,False,0,3,False,0,1,1998,0.8276670078983395,1.201861859005653,1.5933610729193395,1.6667354899572753,2.0027892104890928,2.2763687871617164,4.67861388449092,1.0581739647385446,0.7996256148460803,True,12.0,-0.11682242990654204,3.1542056074766354,-7.155373831775701,4.55607476635514,8289990.0,Yes,2.4104910714285714,9149844.0,2.4738839285714285,9786577.5,2.6022219967532467,10737106.363636363,3.112670068027211,12153605.873015873
1998-08-31,103.75,104.015625,95.0,96.0,60.32283401489258,22563100,SPY,3.1160714285714284,102.67081475443857,6.670814754438567,104.87524820373378,8.875248203733776,107.11385628312208,11.113856283122075,107.61314539716363,11.613145397163635,109.48283109636435,13.48283109636435,109.91186510381094,13.911865103810939,109.70097111647348,13.700971116473482,12902815.0,False,0,4,False,0,4,False,0,8,False,0,9,False,0,22,False,0,22,False,0,9,1998,1.0609896115522022,1.57644652403411,2.2343697655663024,2.3853166239749464,2.9187199166605504,3.116087240018191,4.166659868107041,1.4116717931967506,1.637732140911306,True,27.0,7.291666666666667,8.3984375,5.989583333333334,20.963541666666664,12902815.0,Yes,3.4276785714285714,13194373.0,3.6475694444444446,13636813.333333334,3.5772215136054424,14234094.523809524,2.9238059807256236,11588518.650793651
1998-10-15,100.125,107.25,99.9375,105.96875,66.82202911376953,20541100,SPY,3.7410714285714284,101.72308328448582,4.245666715514176,100.94637376239945,5.022376237600554,101.11909961407888,4.849650385921123,101.31084330775326,4.6579066922467405,102.8663242074041,3.102425792595895,103.64830878909248,2.320441210907518,105.7354306457827,0.23331935421730066,11542225.0,True,5,0,True,4,0,True,2,0,True,1,0,True,1,0,True,1,0,True,1,0,1998,1.3240696559693255,1.890488317759833,2.5847314251637097,2.7853908781614756,3.817524286398948,4.2081117879337295,4.704565377628111,1.2652410669972383,1.1527945354546645,True,45.0,2.1232674727219107,3.243880861102919,6.841639634326158,17.369507519905632,11542225.0,Yes,3.617857142857143,11998581.0,3.3016741071428575,11843873.0,2.6250507305194803,10698028.863636363,2.21318793911007,8443850.081967212
1999-05-25,131.375,132.34375,128.4375,129.0,81.81330871582031,15406400,SPY,2.65625,131.74771346010098,2.7477134601009823,132.80552610064376,3.8055261006437604,133.57252774603515,4.572527746035149,133.61390756776004,4.613907567760037,132.96256561939794,3.9625656193979353,132.34255977327922,3.34255977327922,128.6982647747643,0.30173522523568863,8654405.0,False,0,4,False,0,4,False,0,4,False,0,4,False,0,2,False,0,2,True,153,0,1999,1.12242772409967,1.4777198220900916,1.9430285407003804,2.0759474533012763,3.1430447763860343,3.8816165040597297,7.64981445817178,0.8838395488691149,0.6548687656587467,True,222.0,0.6782945736434108,2.422480620155039,2.3498062015503876,6.1773255813953485,8654405.0,Yes,2.69140625,9007318.75,2.5393105158730163,8758887.222222222,2.3088860544217686,8385858.333333333,2.16121831797235,7065541.451612903
1999-12-23,145.015625,146.484375,145.0,146.484375,93.67436981201172,5721700,SPY,1.8872767857142858,144.219161316701,2.2652136832990095,143.3727203497283,3.111654650271703,142.34007027308874,4.144304726911258,142.02107703442405,4.463297965575947,140.0847150963258,6.3996599036742055,139.26916687967258,7.215208120327418,136.72813984806123,9.756235151938768,6083165.0,True,3,0,True,3,0,True,7,0,True,41,0,True,40,0,True,40,0,True,40,0,1999,1.0670042133530138,1.6007443716821994,2.4755644006755535,2.7325570425565266,3.947828508808277,4.327021230911563,5.189221848803237,0.6985685139694112,0.6232234410103937,True,212.0,0.26666666666666666,-0.5013333333333333,-3.104,4.832,6083165.0,No,1.859933035714286,5980441.25,1.910094246031746,5705206.111111111,2.51953125,5856255.0,2.870188085480094,7924187.950819672
2000-01-04,143.53125,144.0625,139.640625,139.75,89.36784362792969,8089800,SPY,2.1629464285714284,143.950298421828,4.200298421827995,144.38021312268737,4.6302131226873655,143.81236568143387,4.062365681433874,143.528475867238,3.7784758672380008,141.61614541362988,1.86614541362988,140.74264722196355,0.9926472219635514,137.85653452485263,1.8934654751473659,5546030.0,False,0,2,False,0,2,False,0,1,False,0,1,False,0,1,False,0,1,True,47,0,2000,1.1221071409969974,1.664134560023196,2.5670724247154597,2.831036484893435,4.090773410320143,4.507856185396394,5.667960651430893,0.8836561611866742,0.9378560239162936,True,12.0,3.3989266547406083,5.18783542039356,2.459749552772809,7.4239713774597496,5546030.0,Yes,2.5696428571428576,5691032.0,2.759672619047619,5826371.666666667,2.9801232993197275,6398619.285714285,3.108690956221199,8601591.532258065
2000-03-16,141.625,146.84375,140.875,146.34375,93.58442687988281,25601400,SPY,3.578125,141.29331606848336,5.050433931516636,140.16886716432896,6.174882835671042,139.41005010941836,6.933699890581636,139.37868579711596,6.965064202884037,139.69017247752663,6.65357752247337,139.79528662003764,6.548463379962357,139.22224235359346,7.121507646406542,11715560.0,True,2,0,True,2,0,True,2,0,True,2,0,True,2,0,True,2,0,True,2,0,2000,1.4018286423274298,1.7872799486655333,2.2351763782395824,2.350672448496162,2.9545034902265788,3.1360679512110017,4.015122407810879,1.574537448220454,1.0481327634011735,True,72.0,4.313474268631219,1.6015374759769379,-7.068118727311552,1.2385223147554987,11715560.0,Yes,3.639732142857143,11821255.0,3.725111607142857,11532783.5,3.7888088474025974,11080108.181818182,3.6038666474654377,10009865.241935484
2000-04-14,142.625,142.8125,133.5,136.0,87.19083404541016,29604000,SPY,4.410714285714286,143.6797518425301,7.679751842530095,145.99776328807076,9.997763288070757,146.96179589063738,10.961795890637376,146.8405510898567,10.840551089856689,145.49705846062497,9.49705846062497,144.88034177693265,8.880341776932653,142.5627805542296,6.56278055422959,10911820.0,False,0,4,False,0,3,False,0,3,False,0,3,False,0,2,False,0,2,False,0,1,2000,1.5278704329952648,2.131211608118771,2.986034196907141,3.1755494785701504,3.7977632669184627,3.9233371903756344,4.58945998093076,1.730430211307278,1.9009972248898566,True,29.0,4.595588235294118,8.134191176470589,7.858455882352941,11.029411764705882,10911820.0,Yes,4.604241071428572,11226859.0,4.44469246031746,11361449.444444444,4.044252232142858,11407856.25,3.0950856264637,8225938.852459016
2000-07-28,145.71875,145.90625,141.515625,142.09375,91.31208038330078,6229500,SPY,1.9810267857142858,145.13713253945434,3.043382539454342,146.29391711845994,4.2001671184599445,146.98280617063295,4.889056170632955,147.001524864053,4.90777486405301,146.62752549219582,4.533775492195815,146.3713584110131,4.277608411013091,145.11178734772372,3.0180373477237197,5446740.0,False,0,6,False,0,6,False,0,6,False,0,6,False,0,3,False,0,3,False,0,1,2000,1.2266818148232241,1.6821477950235606,2.106673516754465,2.1811313048760925,2.398421373172352,2.4722429711370504,2.880952618585228,1.120733238645086,0.6693660420229532,True,105.0,3.012975588299978,3.738728832197053,6.806685726852869,-3.80470639982406,5446740.0,Yes,2.013839285714286,5516123.0,2.0602678571428568,5579472.0,1.9757121598639458,5376674.285714285,2.240575396825397,5554491.428571428
