Date,Open,High,Low,Close,Volume,ATR_14,EMA_5,Distance_to_EMA_5,EMA_9,Distance_to_EMA_9,EMA_18,Distance_to_EMA_18,EMA_21,Distance_to_EMA_21,EMA_40,Distance_to_EMA_40,EMA_50,Distance_to_EMA_50,EMA_100,Distance_to_EMA_100,Volume_20D_MA,Year,Smooth_Distance_to_EMA_5,Smooth_Distance_to_EMA_9,Smooth_Distance_to_EMA_18,Smooth_Distance_to_EMA_21,Smooth_Distance_to_EMA_40,Smooth_Distance_to_EMA_50,Smooth_Distance_to_EMA_100,EMA5_Rolling_Mean,EMA5_Rolling_Std,Spike,Days_Between_Spikes,Next_Week_Perf,Two_Weeks_Perf,Next_Month_Perf,Three_Months_Perf,Volume_20D_MA_Spike,Volume_Above_20D_MA,SPY_30_Day_Perf
1995-02-03,28.09234574466226,28.359453294365608,28.04629271885134,28.313400268554688,405100,0.19145060235563172,27.95730297726586,0.35609729128882606,27.831542070002392,0.4818581985522954,27.657352733263856,0.6560475352908313,27.612810550097528,0.7005897184571594,27.421165774677693,0.8922344938769946,27.359314775642716,0.9540854929119718,27.20292344799171,1.110476820562976,123535.0,1995,,,,,,,,0.10022092119287329,0.09468636077213123,True,,0.006830937184560671,0.008782854867055375,,0.09372108332475546,123535.0,Yes,0.0
1995-03-10,28.644988129262202,29.114729092153638,28.608145700800126,29.041044235229492,192100,0.217766778508226,28.78187262779042,0.25917160743907175,28.744485906680353,0.2965583285491391,28.6443557500919,0.3966884851375916,28.599754043113784,0.44129019211570863,28.30679069267409,0.7342535425554004,28.175896459615608,0.8651477756138846,27.762121121660652,1.2789231135688404,235830.0,1995,,,,,,,,0.08012107366106935,0.06282869259045391,True,35.0,0.011471002217213058,0.02486320815406882,,0.0892764033006716,235830.0,No,0.0
1995-05-03,30.661384223395313,30.985500335693363,30.661384223395313,30.98550033569336,724700,0.22820713195943323,30.663764916380323,0.3217354193130362,30.534961457120595,0.45053887857276465,30.322185782827578,0.6633145528657813,30.257192754149717,0.7283075815436426,29.86275492659732,1.1227454090960407,29.671472243956657,1.3140280917367022,28.945274535050373,2.040225800642986,280340.0,1995,0.11378322622931282,0.19429557210750478,0.3765394332075242,0.43680942513703364,0.7784943872953822,0.9237921358552604,1.3983126930165783,0.10300890105337963,0.0817182912227471,True,54.0,0.0056782486236348845,0.01045980856278292,0.02420751667279561,0.07862212183368927,280340.0,Yes,1.0
1995-09-05,33.878085717998566,34.1109568048696,33.82219665714951,34.09232711791992,272200,0.22488682436736088,33.7818784400623,0.31044867785762165,33.67042623242016,0.4219008854997597,33.555501379565115,0.536825738354807,33.52585667816898,0.5664704397509439,33.294388196859664,0.7979389210602577,33.13907710732025,0.9532500105996746,32.261826810533464,1.8305003073864583,349680.0,1995,0.11962748701553803,0.16799740796477794,0.29646627495954614,0.3501030568696534,0.733712661489135,0.9442059540741686,1.9037725203203952,0.07028647975201636,0.07144594410364226,True,125.0,0.013660696832383752,0.028410673306852704,0.025938618336889856,0.08526939222671696,349680.0,No,1.0
1995-10-26,34.98598286186978,35.01407653119141,34.33046391103175,34.61140060424805,606800,0.27558691415133146,34.95480680102228,0.34340619677423234,35.024318982929756,0.41291837868170944,35.00093643624004,0.38953583199199215,34.97366239739348,0.3622617931454357,34.714458056790114,0.10305745254206755,34.55088796636592,0.060512637882126796,33.66099023926666,0.9504103649813871,382435.0,1995,0.1039314990905968,0.1535445614520035,0.26810186036687056,0.3100037520941342,0.627105295969835,0.811786019373256,1.7581501274834397,0.10240409975819098,0.09184991569799837,True,51.0,0.024350472398238718,0.03138571950203518,,0.07886889820548956,382435.0,Yes,0.0
1996-01-10,36.5967932656881,36.672172860468095,35.965489159405635,36.163360595703125,787700,0.3984338188709588,36.75328673742038,0.5899261417172568,36.9081384169907,0.7447778212875775,36.949956158734565,0.7865955630314403,36.92795658885207,0.7645959931489443,36.65140987826189,0.48804928255876234,36.47398531816857,0.31062472246544814,35.55305880718429,0.6103017885188322,552310.0,1996,0.15604493100415104,0.2337026194837312,0.36832345617461526,0.41151004698637206,0.7144534160957103,0.8868054429742706,1.7915425875876345,0.16792488848641868,0.16824958399859585,True,76.0,0.01146486374273102,0.03256895985741784,0.09770751248311182,0.07431850268480786,552310.0,Yes,1.0
1996-03-08,38.707434586652624,39.12202249361774,37.38829124630906,38.2928466796875,2289900,0.6898578487107804,39.04461242737204,0.7517657476845372,39.13460644928655,0.8417597695990509,39.0959985116098,0.8031518319222997,39.04436433289424,0.75151765320674,38.60633174875372,0.31348506906621765,38.3692741537826,0.07642747409509809,37.28782407495101,1.0050226047364887,861385.0,1996,0.24274974559446166,0.34772455901161536,0.5172706056075252,0.5711964159911573,0.9021123280431089,1.0770287678574142,2.016892965644167,0.2799521076102295,0.17405385680226787,True,58.0,0.014327810452828384,0.030639932896603387,,0.06969030427644687,861385.0,Yes,0.0
1996-04-10,38.78469698202043,38.95505436261495,38.00862447042314,38.16005325317383,939500,0.4509068722809368,38.86955008384859,0.7094968306747589,39.080464914465004,0.9204116612911761,39.183681264464056,1.0236280112902278,39.18244303124652,1.022389778072693,39.01279838571185,0.8527451325380184,38.864482041127246,0.7044287879534181,37.97257885023706,0.18747440293676476,857135.0,1996,0.25341047676674794,0.36140340272582794,0.508110229747769,0.549700342156152,0.8118344530174479,0.9697073351868508,1.901051462398629,0.19115616920308226,0.18509147337236453,True,33.0,0.020338026090853445,0.03174641415458639,0.0376987730907072,0.04643887610938209,857135.0,Yes,1.0
1996-05-13,39.69329238291597,40.365257990733575,39.65543516557413,40.19490051269531,867500,0.5137748506104103,39.58867830477446,0.606222207920851,39.440611457935965,0.7542890547593473,39.33551069263717,0.8593898200581407,39.31606683820083,0.87883367449448,39.197615922352874,0.9972845903424385,39.10891845966121,1.0859820530341011,38.441516263871165,1.7533842488241476,717810.0,1996,0.22114459898309535,0.2820378079187786,0.35827751469638414,0.385617941862233,0.5846784605281029,0.7164736058239697,1.5748876647720857,0.2045055533745998,0.13381318437063566,True,33.0,0.019307094756574356,,0.012950262564189,,717810.0,Yes,1.0
1996-07-05,40.26516912686191,40.455458205911356,39.80847533714325,39.93216323852539,842900,0.40476768130762003,40.610949191282415,0.6787859527570248,40.67356487312865,0.7414016346032568,40.671837497702676,0.7396742591772849,40.65759264360133,0.7254294050759427,40.47746329230476,0.5453000537793713,40.35430634267469,0.4221431041492991,39.63934170133237,0.29282153719302073,840110.0,1996,0.2163320111693264,0.29803446742220324,0.3884549579500219,0.4163888164555162,0.5607971031278742,0.6529820712412002,1.343267198621807,0.15513996502613275,0.1475119639347052,True,53.0,-0.015487615228806866,-0.02454208678524991,,0.06382178715142381,840110.0,Yes,0.0
